Species 1,Species 2,Mole frac species 1,Mole frac species 2,Temp (K),Author,type
MgCl2,NaCl,0.544715447,0.455284553,739.4847493,Grjotheim (1972),solidus
MgCl2,NaCl,0.59530262,0.40469738,741.211507,Grjotheim (1972),solidus
MgCl2,NaCl,1,0,984,Menge (1911),liquidus
MgCl2,NaCl,0.892,0.108,947,Menge (1911),liquidus
MgCl2,NaCl,0.825,0.175,923,Menge (1911),liquidus
MgCl2,NaCl,0.64,0.36,852,Menge (1911),liquidus
MgCl2,NaCl,0.52,0.48,763,Menge (1911),liquidus
MgCl2,NaCl,0.468,0.532,712,Menge (1911),liquidus
MgCl2,NaCl,0.387,0.613,761,Menge (1911),liquidus
MgCl2,NaCl,0.357,0.643,765,Menge (1911),liquidus
MgCl2,NaCl,0.311,0.689,818,Menge (1911),liquidus
MgCl2,NaCl,0.234,0.766,911,Menge (1911),liquidus
MgCl2,NaCl,0.155,0.845,985,Menge (1911),liquidus
MgCl2,NaCl,0.098,0.902,1030,Menge (1911),liquidus
MgCl2,NaCl,0.051,0.949,1055,Menge (1911),liquidus
MgCl2,NaCl,0,1,1076,Menge (1911),liquidus
MgCl2,NaCl,0.892,0.108,719,Menge (1911),solidus
MgCl2,NaCl,0.825,0.175,722,Menge (1911),solidus
MgCl2,NaCl,0.64,0.36,725,Menge (1911),solidus
MgCl2,NaCl,0.52,0.48,718,Menge (1911),solidus
MgCl2,NaCl,0.311,0.689,733,Menge (1911),solidus
MgCl2,NaCl,0.234,0.766,741,Menge (1911),solidus
MgCl2,NaCl,0.155,0.845,741,Menge (1911),solidus
MgCl2,NaCl,0.098,0.902,739,Menge (1911),solidus
MgCl2,NaCl,0.051,0.949,733,Menge (1911),solidus
MgCl2,NaCl,0.892,0.108,692,Menge (1911),solidus
MgCl2,NaCl,0.825,0.175,702,Menge (1911),solidus
MgCl2,NaCl,0.64,0.36,705,Menge (1911),solidus
MgCl2,NaCl,0.52,0.48,702,Menge (1911),solidus
MgCl2,NaCl,0.468,0.532,703,Menge (1911),solidus
MgCl2,NaCl,0.44,0.56,703,Menge (1911),solidus
MgCl2,NaCl,0.387,0.613,703,Menge (1911),solidus
MgCl2,NaCl,0.357,0.643,710,Menge (1911),solidus
MgCl2,NaCl,0.311,0.689,704,Menge (1911),solidus
MgCl2,NaCl,0.234,0.766,702,Menge (1911),solidus
MgCl2,NaCl,0.155,0.845,703,Menge (1911),solidus
MgCl2,NaCl,0.098,0.902,702,Menge (1911),solidus
MgCl2,NaCl,0.051,0.949,696,Menge (1911),solidus
MgCl2,NaCl,0.0000609,0.9999391,1072.40239,Matiasovsky (1959),liquidus
MgCl2,NaCl,0.061418631,0.938581369,1038.338645,Matiasovsky (1959),liquidus
MgCl2,NaCl,0.095454308,0.904545692,1017.422311,Matiasovsky (1959),liquidus
MgCl2,NaCl,0.130920502,0.869079498,994.7131474,Matiasovsky (1959),liquidus
MgCl2,NaCl,0.208622749,0.791377251,933.1593625,Matiasovsky (1959),liquidus
MgCl2,NaCl,0.246833392,0.753166608,896.7051793,Matiasovsky (1959),liquidus
MgCl2,NaCl,0.33237355,0.66762645,823.7968127,Matiasovsky (1959),liquidus
MgCl2,NaCl,0.375232399,0.624767601,780.7689243,Matiasovsky (1959),liquidus
MgCl2,NaCl,0.427131576,0.572868424,735.3505976,Matiasovsky (1959),liquidus
MgCl2,NaCl,0.475386988,0.524613012,731.7649402,Matiasovsky (1959),liquidus
MgCl2,NaCl,0.497076435,0.502923565,740.7290837,Matiasovsky (1959),liquidus
MgCl2,NaCl,0.55792326,0.44207674,784.3545817,Matiasovsky (1959),liquidus
MgCl2,NaCl,0.698895455,0.301104545,865.0318725,Matiasovsky (1959),liquidus
MgCl2,NaCl,0.832369387,0.167630613,921.8047809,Matiasovsky (1959),liquidus
MgCl2,NaCl,0.999863685,0.000136315,980.9681275,Matiasovsky (1959),liquidus
MgCl2,NaCl,0.095721479,0.904278521,761.0478088,Matiasovsky (1959),solidus
MgCl2,NaCl,0.129294055,0.870705945,762.8406375,Matiasovsky (1959),solidus
MgCl2,NaCl,0.208347678,0.791652322,758.059761,Matiasovsky (1959),solidus
MgCl2,NaCl,0.245134919,0.754865081,759.2549801,Matiasovsky (1959),solidus
MgCl2,NaCl,0.333064591,0.666935409,758.6573705,Matiasovsky (1959),solidus
MgCl2,NaCl,0.334618027,0.665381973,722.8007968,Matiasovsky (1959),solidus
MgCl2,NaCl,0.376038757,0.623961243,760.4501992,Matiasovsky (1959),solidus
MgCl2,NaCl,0.427105593,0.572894407,722.2031873,Matiasovsky (1959),solidus
MgCl2,NaCl,0.474436444,0.525563556,722.8007968,Matiasovsky (1959),solidus
MgCl2,NaCl,0.496084345,0.503915655,721.6055777,Matiasovsky (1959),solidus
MgCl2,NaCl,0.497065056,0.502934944,735.3505976,Matiasovsky (1959),solidus
MgCl2,NaCl,0.557816127,0.442183873,736.5458167,Matiasovsky (1959),solidus
MgCl2,NaCl,0.557774615,0.442225385,718.0199203,Matiasovsky (1959),solidus
MgCl2,NaCl,0.700856001,0.299143999,734.752988,Matiasovsky (1959),solidus
MgCl2,NaCl,0.700822485,0.299177515,721.6055777,Matiasovsky (1959),solidus
MgCl2,NaCl,0.830565061,0.169434939,738.3386454,Matiasovsky (1959),solidus
MgCl2,NaCl,0.799050069,0.200949931,985.4509355,Scholich (1920),liquidus
MgCl2,NaCl,0.69983147,0.30016853,882.2286499,Scholich (1920),liquidus
MgCl2,NaCl,0.599855125,0.400144875,766.9948136,Scholich (1920),liquidus
MgCl2,NaCl,0.59988359,0.40011641,748.6636412,Scholich (1920),liquidus
MgCl2,NaCl,0.609975746,0.390024254,749.3148906,Scholich (1920),liquidus
MgCl2,NaCl,0.399492153,0.600507847,800.7488661,Scholich (1920),liquidus
MgCl2,NaCl,0.300003632,0.699996368,871.3566628,Scholich (1920),liquidus
MgCl2,NaCl,0.199769143,0.800230857,922.3675961,Scholich (1920),liquidus
MgCl2,NaCl,0.799418145,0.200581855,748.4099141,Scholich (1920),solidus
MgCl2,NaCl,0.799470167,0.200529833,714.9081164,Scholich (1920),solidus
MgCl2,NaCl,0.70003563,0.29996437,750.7498967,Scholich (1920),solidus
MgCl2,NaCl,0.699316164,0.300683836,714.0860798,Scholich (1920),solidus
MgCl2,NaCl,0.499778664,0.500221336,716.2361351,Scholich (1920),solidus
MgCl2,NaCl,0.449310029,0.550689971,718.0367634,Scholich (1920),solidus
MgCl2,NaCl,0.450069738,0.549930262,728.7840954,Scholich (1920),solidus
MgCl2,NaCl,0.399624661,0.600375339,715.4140984,Scholich (1920),solidus
MgCl2,NaCl,0.299468694,0.700531306,715.8562805,Scholich (1920),solidus
MgCl2,NaCl,0.300215644,0.699784356,734.8210345,Scholich (1920),solidus
MgCl2,NaCl,0.198539278,0.801460722,714.4006621,Scholich (1920),solidus
MgCl2,NaCl,0.200060659,0.799939341,734.6311072,Scholich (1920),solidus
MgCl2,NaCl,0.20791825,0.79208175,952.3100748,Seifert (1977),liquidus
MgCl2,NaCl,0.273408707,0.726591293,891.4401993,Seifert (1977),liquidus
MgCl2,NaCl,0.327029026,0.672970974,826.6065398,Seifert (1977),liquidus
MgCl2,NaCl,0.351383875,0.648616125,786.8061366,Seifert (1977),liquidus
MgCl2,NaCl,0.546753975,0.453246025,772.9477615,Seifert (1977),liquidus
MgCl2,NaCl,0.577516222,0.422483778,805.8673498,Seifert (1977),liquidus
MgCl2,NaCl,0.634815044,0.365184956,849.5522375,Seifert (1977),liquidus
MgCl2,NaCl,0.671836992,0.328163008,870.5328944,Seifert (1977),liquidus
MgCl2,NaCl,0.729108059,0.270891941,898.3087227,Seifert (1977),liquidus
MgCl2,NaCl,0.810810302,0.189189698,930.0340611,Seifert (1977),liquidus
MgCl2,NaCl,0.894602085,0.105397915,959.4842977,Seifert (1977),liquidus
MgCl2,NaCl,0.998486083,0.001513917,988.5339806,Klemm (1940),liquidus
MgCl2,NaCl,0.897260899,0.102739101,972.5145631,Klemm (1940),liquidus
MgCl2,NaCl,0.797549633,0.202450367,942.6601942,Klemm (1940),liquidus
MgCl2,NaCl,0.699285544,0.300714456,912.8058252,Klemm (1940),liquidus
MgCl2,NaCl,0.596781785,0.403218215,861.8349515,Klemm (1940),liquidus
MgCl2,NaCl,0.547742824,0.452257176,827.6116505,Klemm (1940),liquidus
MgCl2,NaCl,0.498756551,0.501243449,782.4660194,Klemm (1940),liquidus
MgCl2,NaCl,0.446889972,0.553110028,734.407767,Klemm (1940),liquidus
MgCl2,NaCl,0.423721074,0.576278926,737.3203883,Klemm (1940),liquidus
MgCl2,NaCl,0.397742121,0.602257879,722.7572816,Klemm (1940),liquidus
MgCl2,NaCl,0.35994689,0.64005311,757.7087379,Klemm (1940),liquidus
MgCl2,NaCl,0.327859582,0.672140418,809.407767,Klemm (1940),liquidus
MgCl2,NaCl,0.298656091,0.701343909,863.2912621,Klemm (1940),liquidus
MgCl2,NaCl,0.24768873,0.75231127,928.8252427,Klemm (1940),liquidus
MgCl2,NaCl,0.220058871,0.779941129,956.4951456,Klemm (1940),liquidus
MgCl2,NaCl,0.195337417,0.804662583,981.2524272,Klemm (1940),liquidus
MgCl2,NaCl,0.148908294,0.851091706,1006.009709,Klemm (1940),liquidus
MgCl2,NaCl,0.098134124,0.901865876,1031.495146,Klemm (1940),liquidus
MgCl2,NaCl,0,1,1074.456311,Klemm (1940),liquidus
MgCl2,NaCl,0.896976381,0.103023619,731.4951456,Klemm (1940),solidus
MgCl2,NaCl,0.798564765,0.201435235,732.223301,Klemm (1940),solidus
MgCl2,NaCl,0.698698945,0.301301055,734.407767,Klemm (1940),solidus
MgCl2,NaCl,0.597368384,0.402631616,740.2330097,Klemm (1940),solidus
MgCl2,NaCl,0.54961151,0.45038849,740.2330097,Klemm (1940),solidus
MgCl2,NaCl,0.494618746,0.505381254,740.2330097,Klemm (1940),solidus
MgCl2,NaCl,0.448467115,0.551532885,707.4660194,Klemm (1940),solidus
MgCl2,NaCl,0.397742121,0.602257879,722.7572816,Klemm (1940),solidus
MgCl2,NaCl,0.38038301,0.61961699,721.3009709,Klemm (1940),solidus
MgCl2,NaCl,0.358678853,0.641321147,720.5728155,Klemm (1940),solidus
MgCl2,NaCl,0.331171933,0.668828067,722.7572816,Klemm (1940),solidus
MgCl2,NaCl,0.328101949,0.671898051,759.1650485,Klemm (1940),solidus
MgCl2,NaCl,0.29626052,0.70373948,759.8932039,Klemm (1940),solidus
MgCl2,NaCl,0.247059981,0.752940019,759.1650485,Klemm (1940),solidus
MgCl2,NaCl,0.221000239,0.778999761,761.3495146,Klemm (1940),solidus
MgCl2,NaCl,0.197852416,0.802147584,759.8932039,Klemm (1940),solidus
MgCl2,NaCl,0.150077979,0.849922021,763.5339806,Klemm (1940),solidus
MgCl2,NaCl,0.099447824,0.900552176,759.1650485,Klemm (1940),solidus
