X,Y,group,Species 1,Species 2
0.999975583,914.203523,1,MgCl2,NaCl
0.999979744,941.703523,1,MgCl2,NaCl
0.999983968,969.203522,1,MgCl2,NaCl
0.999988205,996.703522,1,MgCl2,NaCl
0.99999,1008.38016,1,MgCl2,NaCl
1.00E-05,738.821651,2,MgCl2,NaCl
0.0250095,738.821651,2,MgCl2,NaCl
0.050009,738.821651,2,MgCl2,NaCl
0.0750085,738.821651,2,MgCl2,NaCl
0.100008,738.821651,2,MgCl2,NaCl
0.1250075,738.821651,2,MgCl2,NaCl
0.150007,738.821651,2,MgCl2,NaCl
0.1750065,738.821651,2,MgCl2,NaCl
0.200006,738.821651,2,MgCl2,NaCl
0.2250055,738.821651,2,MgCl2,NaCl
0.250005,738.821651,2,MgCl2,NaCl
0.2750045,738.821651,2,MgCl2,NaCl
0.300004,738.821651,2,MgCl2,NaCl
0.3250035,738.821651,2,MgCl2,NaCl
0.350003,738.821651,2,MgCl2,NaCl
0.3750025,738.821651,2,MgCl2,NaCl
0.400002,738.821651,2,MgCl2,NaCl
0.4250015,738.821651,2,MgCl2,NaCl
0.450001,738.821651,2,MgCl2,NaCl
0.4750005,738.821651,2,MgCl2,NaCl
0.5,738.821651,2,MgCl2,NaCl
0.518194591,738.821651,2,MgCl2,NaCl
0.519193559,738.772187,2,MgCl2,NaCl
0.544116228,736.617841,2,MgCl2,NaCl
0.568847904,732.603252,2,MgCl2,NaCl
0.570332492,732.29849,2,MgCl2,NaCl
0.666666667,732.29849,2,MgCl2,NaCl
0.666666667,400,2,MgCl2,NaCl
1.00E-05,986.991893,3,MgCl2,NaCl
0.000995655,986.806367,3,MgCl2,NaCl
0.025606491,981.976063,3,MgCl2,NaCl
0.050152531,976.762036,3,MgCl2,NaCl
0.074624132,971.140534,3,MgCl2,NaCl
0.099010397,965.086906,3,MgCl2,NaCl
0.123299045,958.575688,3,MgCl2,NaCl
0.147476295,951.580758,3,MgCl2,NaCl
0.171526752,944.075538,3,MgCl2,NaCl
0.195433316,936.03324,3,MgCl2,NaCl
0.2191771,927.427179,3,MgCl2,NaCl
0.242737395,918.231133,3,MgCl2,NaCl
0.266091664,908.419756,3,MgCl2,NaCl
0.289215599,897.969046,3,MgCl2,NaCl
0.31208323,886.856838,3,MgCl2,NaCl
0.334667107,875.063315,3,MgCl2,NaCl
0.356938555,862.571519,3,MgCl2,NaCl
0.378867987,849.36782,3,MgCl2,NaCl
0.400425291,835.442321,3,MgCl2,NaCl
0.421580244,820.789177,3,MgCl2,NaCl
0.442302955,805.406786,3,MgCl2,NaCl
0.462564307,789.297842,3,MgCl2,NaCl
0.482336349,772.469254,3,MgCl2,NaCl
0.501592644,754.931919,3,MgCl2,NaCl
0.518194591,738.821651,3,MgCl2,NaCl
0.5,738.821651,3,MgCl2,NaCl
0.5,400,3,MgCl2,NaCl
0.99999,636.743672,4,MgCl2,NaCl
0.999989824,637.843672,4,MgCl2,NaCl
0.999984595,665.343672,4,MgCl2,NaCl
0.999977502,692.843671,4,MgCl2,NaCl
0.999968178,720.343669,4,MgCl2,NaCl
0.999956262,747.843666,4,MgCl2,NaCl
0.999956136,748.103524,4,MgCl2,NaCl
0.974956636,748.103524,4,MgCl2,NaCl
0.949957136,748.103524,4,MgCl2,NaCl
0.924957636,748.103524,4,MgCl2,NaCl
0.899958136,748.103524,4,MgCl2,NaCl
0.874958636,748.103524,4,MgCl2,NaCl
0.849959136,748.103524,4,MgCl2,NaCl
0.824959636,748.103524,4,MgCl2,NaCl
0.799960136,748.103524,4,MgCl2,NaCl
0.774960636,748.103524,4,MgCl2,NaCl
0.749961136,748.103524,4,MgCl2,NaCl
0.724961636,748.103524,4,MgCl2,NaCl
0.699962136,748.103524,4,MgCl2,NaCl
0.674962636,748.103524,4,MgCl2,NaCl
0.649963136,748.103524,4,MgCl2,NaCl
0.63375079,748.103524,4,MgCl2,NaCl
0.632758559,747.966853,4,MgCl2,NaCl
0.608109361,743.379344,4,MgCl2,NaCl
0.583840249,736.780571,4,MgCl2,NaCl
0.570332492,732.29849,4,MgCl2,NaCl
0.5,732.29849,4,MgCl2,NaCl
0.5,400,4,MgCl2,NaCl
0.99999,1073.80743,5,MgCl2,NaCl
0.999034876,1073.48168,5,MgCl2,NaCl
0.975256175,1064.99307,5,MgCl2,NaCl
0.95170477,1055.76951,5,MgCl2,NaCl
0.928440664,1045.70227,5,MgCl2,NaCl
0.905535645,1034.68363,5,MgCl2,NaCl
0.883071677,1022.61618,5,MgCl2,NaCl
0.861136551,1009.42393,5,MgCl2,NaCl
0.839816526,995.063206,5,MgCl2,NaCl
0.819186897,979.530154,5,MgCl2,NaCl
0.799302729,962.862194,5,MgCl2,NaCl
0.78019245,945.132643,5,MgCl2,NaCl
0.761856153,926.440191,5,MgCl2,NaCl
0.744268599,906.896513,5,MgCl2,NaCl
0.727385396,886.615124,5,MgCl2,NaCl
0.711150243,865.70328,5,MgCl2,NaCl
0.695501594,844.257229,5,MgCl2,NaCl
0.680377859,822.360224,5,MgCl2,NaCl
0.665720976,800.082382,5,MgCl2,NaCl
0.651478574,777.481574,5,MgCl2,NaCl
0.637605099,754.604774,5,MgCl2,NaCl
0.63375079,748.103524,5,MgCl2,NaCl
0.666666667,748.103524,5,MgCl2,NaCl
0.666666667,400,5,MgCl2,NaCl
1.00E-05,805,1,KCl,ZrCl4
0.333333333,805,1,KCl,ZrCl4
0.358342833,805,1,KCl,ZrCl4
0.383342333,805,1,KCl,ZrCl4
0.408341833,805,1,KCl,ZrCl4
0.433341333,805,1,KCl,ZrCl4
0.458340833,805,1,KCl,ZrCl4
0.483340333,805,1,KCl,ZrCl4
0.508339833,805,1,KCl,ZrCl4
0.522654688,805,1,KCl,ZrCl4
0.522141391,805.944026,1,KCl,ZrCl4
0.508846658,829.23295,1,KCl,ZrCl4
0.495020597,852.144459,1,KCl,ZrCl4
0.481196269,875.057232,1,KCl,ZrCl4
0.467682533,898.193128,1,KCl,ZrCl4
0.454492704,921.55412,1,KCl,ZrCl4
0.441449795,945.014717,1,KCl,ZrCl4
0.428281036,968.390089,1,KCl,ZrCl4
0.414642228,991.437004,1,KCl,ZrCl4
0.400080913,1013.79055,1,KCl,ZrCl4
0.38393521,1034.78603,1,KCl,ZrCl4
0.365153949,1052.93603,1,KCl,ZrCl4
0.354366081,1059.88149,1,KCl,ZrCl4
0.342540251,1064.33536,1,KCl,ZrCl4
0.333333333,1065.40956,1,KCl,ZrCl4
0.324118655,1064.31238,1,KCl,ZrCl4
0.319650737,1062.9796,1,KCl,ZrCl4
0.315320198,1061.17991,1,KCl,ZrCl4
0.307145778,1056.39769,1,KCl,ZrCl4
0.292804343,1043.51254,1,KCl,ZrCl4
0.2769257,1022.27203,1,KCl,ZrCl4
0.263806041,998.863277,1,KCl,ZrCl4
0.252563296,974.301097,1,KCl,ZrCl4
0.242679212,949.041758,1,KCl,ZrCl4
0.233830386,923.322094,1,KCl,ZrCl4
0.225801663,897.278865,1,KCl,ZrCl4
0.218441971,870.997547,1,KCl,ZrCl4
0.213707441,852.805321,1,KCl,ZrCl4
1.00E-05,852.805321,1,KCl,ZrCl4
1.00E-05,805,2,KCl,ZrCl4
0.333333333,805,2,KCl,ZrCl4
0.358342833,805,2,KCl,ZrCl4
0.383342333,805,2,KCl,ZrCl4
0.408341833,805,2,KCl,ZrCl4
0.433341333,805,2,KCl,ZrCl4
0.458340833,805,2,KCl,ZrCl4
0.483340333,805,2,KCl,ZrCl4
0.508339833,805,2,KCl,ZrCl4
0.522654688,805,2,KCl,ZrCl4
0.523372549,804.234211,2,KCl,ZrCl4
0.54027573,783.972969,2,KCl,ZrCl4
0.555125227,761.850013,2,KCl,ZrCl4
0.568203676,738.413368,2,KCl,ZrCl4
0.579899639,714.108621,2,KCl,ZrCl4
0.590535665,689.221612,2,KCl,ZrCl4
0.600347953,663.928424,2,KCl,ZrCl4
0.609504665,638.3395,2,KCl,ZrCl4
0.618125741,612.52641,2,KCl,ZrCl4
0.626297497,586.537068,2,KCl,ZrCl4
0.634082458,560.40444,2,KCl,ZrCl4
0.641525849,534.151661,2,KCl,ZrCl4
0.648659853,507.795148,2,KCl,ZrCl4
0.652580379,492.792874,2,KCl,ZrCl4
0.99999,492.792874,2,KCl,ZrCl4
1.00E-05,852.805321,3,KCl,ZrCl4
0.333333333,852.805321,3,KCl,ZrCl4
0.333333333,1065.40955,3,KCl,ZrCl4
0.333333333,492.792874,3,KCl,ZrCl4
0.99999,492.792874,3,KCl,ZrCl4
1.00E-05,1043.99656,4,KCl,ZrCl4
0.00096376,1043.666,4,KCl,ZrCl4
0.02452217,1034.46412,4,KCl,ZrCl4
0.04761923,1023.94174,4,KCl,ZrCl4
0.070713303,1013.41143,4,KCl,ZrCl4
0.094174987,1003.91522,4,KCl,ZrCl4
0.117553514,994.173994,4,KCl,ZrCl4
0.139605092,981.218793,4,KCl,ZrCl4
0.158876071,963.700986,4,KCl,ZrCl4
0.174878629,942.573314,4,KCl,ZrCl4
0.188070438,919.213675,4,KCl,ZrCl4
0.199100007,894.534819,4,KCl,ZrCl4
0.208489699,869.048264,4,KCl,ZrCl4
0.213707441,852.805321,4,KCl,ZrCl4
0.333333333,852.805321,4,KCl,ZrCl4
0.333333333,400,4,KCl,ZrCl4
0.99999,709.99899,5,KCl,ZrCl4
0.99899431,709.897203,5,KCl,ZrCl4
0.974180734,706.54955,5,KCl,ZrCl4
0.949582111,701.644544,5,KCl,ZrCl4
0.925283402,695.178911,5,KCl,ZrCl4
0.901366096,687.175354,5,KCl,ZrCl4
0.877903782,677.681023,5,KCl,ZrCl4
0.854958592,666.763989,5,KCl,ZrCl4
0.832578967,654.508372,5,KCl,ZrCl4
0.810798857,641.00891,5,KCl,ZrCl4
0.789638195,626.365746,5,KCl,ZrCl4
0.769104281,610.679981,5,KCl,ZrCl4
0.749193669,594.050263,5,KCl,ZrCl4
0.72989418,576.570476,5,KCl,ZrCl4
0.71118677,558.328416,5,KCl,ZrCl4
0.69304704,539.405313,5,KCl,ZrCl4
0.675446279,519.876028,5,KCl,ZrCl4
0.658351884,499.809846,5,KCl,ZrCl4
0.652580379,492.792874,5,KCl,ZrCl4
0.333333333,492.792874,5,KCl,ZrCl4
0.333333333,400,5,KCl,ZrCl4
1.00E-05,986.991893,2,MgCl2,ZrCl4
0.000995711,986.80673,2,MgCl2,ZrCl4
0.025642734,982.205106,2,MgCl2,ZrCl4
0.050289825,977.603919,2,MgCl2,ZrCl4
0.074925028,972.926334,2,MgCl2,ZrCl4
0.099536257,968.098454,2,MgCl2,ZrCl4
0.124110693,963.048872,2,MgCl2,ZrCl4
0.148634313,957.708716,2,MgCl2,ZrCl4
0.173091537,952.012001,2,MgCl2,ZrCl4
0.197464997,945.896294,2,MgCl2,ZrCl4
0.221735489,939.303659,2,MgCl2,ZrCl4
0.245882108,932.181854,2,MgCl2,ZrCl4
0.269882643,924.485684,2,MgCl2,ZrCl4
0.293714214,916.178425,2,MgCl2,ZrCl4
0.317354168,907.233171,2,MgCl2,ZrCl4
0.340781193,897.633973,2,MgCl2,ZrCl4
0.363976568,887.376624,2,MgCl2,ZrCl4
0.38692545,876.468986,2,MgCl2,ZrCl4
0.409618071,864.930813,2,MgCl2,ZrCl4
0.432050728,852.793082,2,MgCl2,ZrCl4
0.454226461,840.096909,2,MgCl2,ZrCl4
0.47615537,826.892157,2,MgCl2,ZrCl4
0.497854545,813.23589,2,MgCl2,ZrCl4
0.519347629,799.190786,2,MgCl2,ZrCl4
0.54066405,784.823591,2,MgCl2,ZrCl4
0.561837993,770.203675,2,MgCl2,ZrCl4
0.582907124,755.401665,2,MgCl2,ZrCl4
0.603911146,740.488107,2,MgCl2,ZrCl4
0.624890186,725.532059,2,MgCl2,ZrCl4
0.645883055,710.59951,2,MgCl2,ZrCl4
0.666925392,695.751453,2,MgCl2,ZrCl4
0.688047766,681.04155,2,MgCl2,ZrCl4
0.704247268,669.928372,2,MgCl2,ZrCl4
0.99999,669.928372,2,MgCl2,ZrCl4
0.99999,709.99899,4,MgCl2,ZrCl4
0.998994201,709.89851,4,MgCl2,ZrCl4
0.974096597,707.418131,4,MgCl2,ZrCl4
0.949197113,704.960697,4,MgCl2,ZrCl4
0.924300375,702.469823,4,MgCl2,ZrCl4
0.899411137,699.889846,4,MgCl2,ZrCl4
0.874534652,697.165097,4,MgCl2,ZrCl4
0.849677028,694.239463,4,MgCl2,ZrCl4
0.824845577,691.05623,4,MgCl2,ZrCl4
0.800049148,687.558212,4,MgCl2,ZrCl4
0.775298432,683.688216,4,MgCl2,ZrCl4
0.750606198,679.389879,4,MgCl2,ZrCl4
0.725987401,674.608917,4,MgCl2,ZrCl4
0.704247268,669.928372,4,MgCl2,ZrCl4
1.00E-05,669.928372,4,MgCl2,ZrCl4
1.00E-05,1480.02922,1,BaF2,UF4
0.000224731,1481.49423,1,BaF2,UF4
0.005436885,1518.17014,1,BaF2,UF4
0.010364852,1554.93435,1,BaF2,UF4
0.015032573,1591.7749,1,BaF2,UF4
0.01600541,1599.71482,1,BaF2,UF4
0.04100491,1599.71482,1,BaF2,UF4
0.044529906,1599.71482,1,BaF2,UF4
0.043667879,1600.47507,1,BaF2,UF4
0.022275073,1619.87845,1,BaF2,UF4
0.001139949,1639.90717,1,BaF2,UF4
1.00E-05,1640.99015,1,BaF2,UF4
1.00E-05,1599.71482,2,BaF2,UF4
0.01600541,1599.71482,2,BaF2,UF4
0.016717624,1598.66189,2,BaF2,UF4
0.033977287,1571.53336,2,BaF2,UF4
0.050112952,1542.89043,2,BaF2,UF4
0.065320171,1513.12644,2,BaF2,UF4
0.079967993,1482.73773,2,BaF2,UF4
0.09443582,1452.15562,2,BaF2,UF4
0.109031099,1421.71008,2,BaF2,UF4
0.123953844,1391.62385,2,BaF2,UF4
0.139317934,1362.04169,2,BaF2,UF4
0.155179271,1333.05604,2,BaF2,UF4
0.171555005,1304.72133,2,BaF2,UF4
0.188434798,1277.06021,2,BaF2,UF4
0.205786679,1250.06437,2,BaF2,UF4
0.223558138,1223.68984,2,BaF2,UF4
0.241669799,1197.84128,2,BaF2,UF4
0.246297268,1191.37226,2,BaF2,UF4
0.271296768,1191.37226,2,BaF2,UF4
0.296296268,1191.37226,2,BaF2,UF4
0.321295768,1191.37226,2,BaF2,UF4
0.346295268,1191.37226,2,BaF2,UF4
0.371294768,1191.37226,2,BaF2,UF4
0.396294268,1191.37226,2,BaF2,UF4
0.421293768,1191.37226,2,BaF2,UF4
0.441906161,1191.37226,2,BaF2,UF4
0.442803485,1190.71025,2,BaF2,UF4
0.463663475,1170.0427,2,BaF2,UF4
0.47238053,1156.60452,2,BaF2,UF4
0.47955556,1141.25116,2,BaF2,UF4
0.489219263,1106.66619,2,BaF2,UF4
0.494282217,1069.94328,2,BaF2,UF4
0.496886077,1032.64724,2,BaF2,UF4
0.498262621,995.204132,2,BaF2,UF4
0.498910999,964.354299,2,BaF2,UF4
0.99999,964.354299,2,BaF2,UF4
1.00E-05,1599.71482,3,BaF2,UF4
0.0250095,1599.71482,3,BaF2,UF4
0.044529906,1599.71482,3,BaF2,UF4
0.045478675,1599.24094,3,BaF2,UF4
0.069231027,1587.54448,3,BaF2,UF4
0.093028984,1576.0585,3,BaF2,UF4
0.116847083,1564.66684,3,BaF2,UF4
0.140660809,1553.25464,3,BaF2,UF4
0.164445047,1541.70489,3,BaF2,UF4
0.188171785,1529.89203,3,BaF2,UF4
0.211807411,1517.6751,3,BaF2,UF4
0.235309457,1504.89146,3,BaF2,UF4
0.258622538,1491.35164,3,BaF2,UF4
0.28167338,1476.83668,3,BaF2,UF4
0.304366614,1461.1048,3,BaF2,UF4
0.326581987,1443.90656,3,BaF2,UF4
0.348170598,1424.99744,3,BaF2,UF4
0.368960082,1404.17065,3,BaF2,UF4
0.388771694,1381.2995,3,BaF2,UF4
0.407450068,1356.37491,3,BaF2,UF4
0.424899437,1329.52084,3,BaF2,UF4
0.441113193,1300.97731,3,BaF2,UF4
0.456184183,1271.05781,3,BaF2,UF4
0.470291511,1240.09905,3,BaF2,UF4
0.48358042,1208.33594,3,BaF2,UF4
0.490158195,1191.37226,3,BaF2,UF4
0.465158695,1191.37226,3,BaF2,UF4
0.441906161,1191.37226,3,BaF2,UF4
0.441971591,1189.87547,3,BaF2,UF4
0.443636539,1152.45873,3,BaF2,UF4
0.4453585,1115.04779,3,BaF2,UF4
0.447139479,1077.64307,3,BaF2,UF4
0.448981433,1040.245,3,BaF2,UF4
0.450886254,1002.85401,3,BaF2,UF4
0.452855719,965.470562,3,BaF2,UF4
0.454891443,928.095099,3,BaF2,UF4
0.456994803,890.728064,3,BaF2,UF4
0.459166851,853.369871,3,BaF2,UF4
0.461408195,816.02089,3,BaF2,UF4
0.463718851,778.681414,3,BaF2,UF4
0.466098039,741.351623,3,BaF2,UF4
0.468543927,704.031533,3,BaF2,UF4
0.471053282,666.720925,3,BaF2,UF4
0.473621004,629.419253,3,BaF2,UF4
0.476239504,592.125525,3,BaF2,UF4
0.478897851,554.83814,3,BaF2,UF4
0.481580615,517.554691,3,BaF2,UF4
0.484266301,480.271715,3,BaF2,UF4
0.48692524,442.984425,3,BaF2,UF4
0.489516887,405.686477,3,BaF2,UF4
0.489902776,400,3,BaF2,UF4
0.99999,964.354227,4,BaF2,UF4
0.9749905,964.354227,4,BaF2,UF4
0.949991,964.354227,4,BaF2,UF4
0.9249915,964.354227,4,BaF2,UF4
0.899992,964.354227,4,BaF2,UF4
0.8749925,964.354227,4,BaF2,UF4
0.849993,964.354227,4,BaF2,UF4
0.8249935,964.354227,4,BaF2,UF4
0.799994,964.354227,4,BaF2,UF4
0.7749945,964.354227,4,BaF2,UF4
0.749995,964.354227,4,BaF2,UF4
0.7249955,964.354227,4,BaF2,UF4
0.699996,964.354227,4,BaF2,UF4
0.6749965,964.354227,4,BaF2,UF4
0.649997,964.354227,4,BaF2,UF4
0.63308447,964.354227,4,BaF2,UF4
0.632544267,965.616518,4,BaF2,UF4
0.61907211,997.205455,4,BaF2,UF4
0.605541983,1028.73859,4,BaF2,UF4
0.591689749,1059.95546,4,BaF2,UF4
0.577111445,1090.4193,4,BaF2,UF4
0.561237252,1119.3891,4,BaF2,UF4
0.543421136,1145.69576,4,BaF2,UF4
0.523281609,1167.91314,4,BaF2,UF4
0.501057911,1185.08716,4,BaF2,UF4
0.490158195,1191.37226,4,BaF2,UF4
0.465158695,1191.37226,4,BaF2,UF4
0.440159195,1191.37226,4,BaF2,UF4
0.415159695,1191.37226,4,BaF2,UF4
0.390160195,1191.37226,4,BaF2,UF4
0.365160695,1191.37226,4,BaF2,UF4
0.340161195,1191.37226,4,BaF2,UF4
0.315161695,1191.37226,4,BaF2,UF4
0.290162195,1191.37226,4,BaF2,UF4
0.265162695,1191.37226,4,BaF2,UF4
0.246297268,1191.37226,4,BaF2,UF4
0.246162088,1189.88603,4,BaF2,UF4
0.242684755,1152.75057,4,BaF2,UF4
0.239009463,1115.65803,4,BaF2,UF4
0.235120785,1078.61448,4,BaF2,UF4
0.231001937,1041.62695,4,BaF2,UF4
0.22663468,1004.70359,4,BaF2,UF4
0.221999235,967.853879,4,BaF2,UF4
0.217074212,931.088784,4,BaF2,UF4
0.21183657,894.42104,4,BaF2,UF4
0.206261611,857.865372,4,BaF2,UF4
0.200323049,821.438773,4,BaF2,UF4
0.193993158,785.160756,4,BaF2,UF4
0.187243046,749.053598,4,BaF2,UF4
0.1800431,713.142498,4,BaF2,UF4
0.172363639,677.455625,4,BaF2,UF4
0.164175854,642.023939,4,BaF2,UF4
0.15545309,606.880686,4,BaF2,UF4
0.146172543,572.060389,4,BaF2,UF4
0.136317459,537.597145,4,BaF2,UF4
0.125879905,503.521942,4,BaF2,UF4
0.114864235,469.858714,4,BaF2,UF4
0.103291438,436.618735,4,BaF2,UF4
0.09120474,403.792857,4,BaF2,UF4
0.089768438,400,4,BaF2,UF4
0.99999,1308.94522,5,BaF2,UF4
0.999011755,1308.63417,5,BaF2,UF4
0.974557625,1300.84405,5,BaF2,UF4
0.950127268,1292.88785,5,BaF2,UF4
0.925753773,1284.54848,5,BaF2,UF4
0.90147799,1275.59073,5,BaF2,UF4
0.877352739,1265.76041,5,BaF2,UF4
