X,Y,group,Species 1,Species 2
0.52537301,1060.41372,4,BeF2,ZrF4
0.548645407,1075.02321,4,BeF2,ZrF4
0.572144459,1088.67229,4,BeF2,ZrF4
0.595856686,1101.34241,4,BeF2,ZrF4
0.619761947,1113.04711,4,BeF2,ZrF4
0.643837694,1123.82014,4,BeF2,ZrF4
0.668061495,1133.70706,4,BeF2,ZrF4
0.692412397,1142.75942,4,BeF2,ZrF4
0.716871545,1151.03099,4,BeF2,ZrF4
0.74142237,1158.57528,4,BeF2,ZrF4
0.766050526,1165.44404,4,BeF2,ZrF4
0.790743721,1171.68645,4,BeF2,ZrF4
0.815491486,1177.34864,4,BeF2,ZrF4
0.840284947,1182.47357,4,BeF2,ZrF4
0.865116593,1187.10104,4,BeF2,ZrF4
0.889980087,1191.2678,4,BeF2,ZrF4
0.914870077,1195.00769,4,BeF2,ZrF4
0.939782054,1198.35188,4,BeF2,ZrF4
0.964712211,1201.32909,4,BeF2,ZrF4
0.989657339,1203.96578,4,BeF2,ZrF4
0.99999,1204.96393,4,BeF2,ZrF4
1.00E-05,827.126852,5,BeF2,ZrF4
0.000801915,826.149874,5,BeF2,ZrF4
0.015550603,808.984198,5,BeF2,ZrF4
0.99999,808.984198,5,BeF2,ZrF4
0.119916476,919.158698,6,BeF2,ZrF4
0.120583414,920.350861,6,BeF2,ZrF4
0.138520423,948.213419,6,BeF2,ZrF4
0.159252887,970.564665,6,BeF2,ZrF4
0.182930625,983.39885,6,BeF2,ZrF4
0.207919747,982.246403,6,BeF2,ZrF4
0.219853668,976.297108,6,BeF2,ZrF4
0.231068961,967.466299,6,BeF2,ZrF4
0.251148209,943.637166,6,BeF2,ZrF4
0.266017094,919.158698,6,BeF2,ZrF4
0.99999,919.158598,6,BeF2,ZrF4
1.00E-05,1026.66437,1,CeF3,LiF
0.99999,1026.66437,1,CeF3,LiF
1.00E-05,1026.66437,2,CeF3,LiF
0.0250095,1026.66437,2,CeF3,LiF
0.050009,1026.66437,2,CeF3,LiF
0.0750085,1026.66437,2,CeF3,LiF
0.100008,1026.66437,2,CeF3,LiF
0.1250075,1026.66437,2,CeF3,LiF
0.150007,1026.66437,2,CeF3,LiF
0.1750065,1026.66437,2,CeF3,LiF
0.200006,1026.66437,2,CeF3,LiF
0.2250055,1026.66437,2,CeF3,LiF
0.250005,1026.66437,2,CeF3,LiF
0.2750045,1026.66437,2,CeF3,LiF
0.300004,1026.66437,2,CeF3,LiF
0.3250035,1026.66437,2,CeF3,LiF
0.350003,1026.66437,2,CeF3,LiF
0.3750025,1026.66437,2,CeF3,LiF
0.400002,1026.66437,2,CeF3,LiF
0.4250015,1026.66437,2,CeF3,LiF
0.450001,1026.66437,2,CeF3,LiF
0.4750005,1026.66437,2,CeF3,LiF
0.5,1026.66437,2,CeF3,LiF
0.5249995,1026.66437,2,CeF3,LiF
0.549999,1026.66437,2,CeF3,LiF
0.5749985,1026.66437,2,CeF3,LiF
0.599998,1026.66437,2,CeF3,LiF
0.6249975,1026.66437,2,CeF3,LiF
0.649997,1026.66437,2,CeF3,LiF
0.6749965,1026.66437,2,CeF3,LiF
0.699996,1026.66437,2,CeF3,LiF
0.7249955,1026.66437,2,CeF3,LiF
0.749995,1026.66437,2,CeF3,LiF
0.7749945,1026.66437,2,CeF3,LiF
0.799994,1026.66437,2,CeF3,LiF
0.819492732,1026.66437,2,CeF3,LiF
0.820420994,1027.27797,2,CeF3,LiF
0.843708271,1042.28128,2,CeF3,LiF
0.867166882,1056.53937,2,CeF3,LiF
0.89081137,1069.93549,2,CeF3,LiF
0.914639869,1082.41236,2,CeF3,LiF
0.938635768,1093.98282,2,CeF3,LiF
0.962773889,1104.7177,2,CeF3,LiF
0.987026958,1114.72234,2,CeF3,LiF
0.99999,1119.79615,2,CeF3,LiF
1.00E-05,1702.99578,3,CeF3,LiF
0.000978121,1702.5826,3,CeF3,LiF
0.025168737,1692.17443,3,CeF3,LiF
0.049333913,1681.60658,3,CeF3,LiF
0.073471283,1670.86711,3,CeF3,LiF
0.097578141,1659.94265,3,CeF3,LiF
0.12165145,1648.81859,3,CeF3,LiF
0.145687776,1637.47888,3,CeF3,LiF
0.169683232,1625.90591,3,CeF3,LiF
0.193633405,1614.08032,3,CeF3,LiF
0.217533279,1601.98084,3,CeF3,LiF
0.241377143,1589.58414,3,CeF3,LiF
0.265158485,1576.86467,3,CeF3,LiF
0.288869875,1563.79447,3,CeF3,LiF
0.312502829,1550.34307,3,CeF3,LiF
0.336047667,1536.47733,3,CeF3,LiF
0.359493352,1522.16146,3,CeF3,LiF
0.382827332,1507.35704,3,CeF3,LiF
0.40603538,1492.02313,3,CeF3,LiF
0.429101456,1476.11668,3,CeF3,LiF
0.452007608,1459.593,3,CeF3,LiF
0.474733944,1442.40661,3,CeF3,LiF
0.497258715,1424.51233,3,CeF3,LiF
0.519558554,1405.8668,3,CeF3,LiF
0.54160893,1386.43028,3,CeF3,LiF
0.563384857,1366.16884,3,CeF3,LiF
0.584861889,1345.05667,3,CeF3,LiF
0.606017399,1323.07841,3,CeF3,LiF
0.62683206,1300.23127,3,CeF3,LiF
0.647291404,1276.52642,3,CeF3,LiF
0.667387225,1251.98954,3,CeF3,LiF
0.687118588,1226.66015,3,CeF3,LiF
0.706492168,1200.58966,3,CeF3,LiF
0.725521772,1173.83829,3,CeF3,LiF
0.744226999,1146.47114,3,CeF3,LiF
0.76263119,1118.55383,3,CeF3,LiF
0.780758933,1090.14833,3,CeF3,LiF
0.798633371,1061.30911,3,CeF3,LiF
0.816273341,1032.07946,3,CeF3,LiF
0.819492732,1026.66437,3,CeF3,LiF
0.99999,1026.66437,3,CeF3,LiF
1.00E-05,1702.90349,1,CeF3,NaF
0.00017832,1701.27704,1,CeF3,NaF
0.004312595,1660.59501,1,CeF3,NaF
0.008332455,1619.88178,1,CeF3,NaF
0.012277591,1579.14866,1,CeF3,NaF
0.016186381,1538.40599,1,CeF3,NaF
0.020095105,1497.66331,1,CeF3,NaF
0.024037344,1456.92942,1,CeF3,NaF
0.028043511,1416.21252,1,CeF3,NaF
0.032140775,1375.5203,1,CeF3,NaF
0.036352951,1334.86004,1,CeF3,NaF
0.040700597,1294.23862,1,CeF3,NaF
0.045201014,1253.66252,1,CeF3,NaF
0.049868219,1213.13776,1,CeF3,NaF
0.054712838,1172.66973,1,CeF3,NaF
0.059741908,1132.263,1,CeF3,NaF
0.064958611,1091.92109,1,CeF3,NaF
0.068373277,1066.30202,1,CeF3,NaF
0.5,1066.30202,1,CeF3,NaF
0.5,999.885833,1,CeF3,NaF
0.99999,999.885833,1,CeF3,NaF
1.00E-05,1702.99596,2,CeF3,NaF
0.000980634,1702.59916,2,CeF3,NaF
0.025227104,1692.55106,2,CeF3,NaF
0.049433578,1682.24375,2,CeF3,NaF
0.073595724,1671.65706,2,CeF3,NaF
0.097708578,1660.76868,2,CeF3,NaF
0.12176643,1649.55395,2,CeF3,NaF
0.145762696,1637.98555,2,CeF3,NaF
0.169689758,1626.03326,2,CeF3,NaF
0.193538785,1613.66364,2,CeF3,NaF
0.217299513,1600.8397,2,CeF3,NaF
0.24095999,1587.52068,2,CeF3,NaF
0.264506284,1573.66167,2,CeF3,NaF
0.287922141,1559.2135,2,CeF3,NaF
0.311188608,1544.12255,2,CeF3,NaF
0.334283617,1528.33082,2,CeF3,NaF
0.357181553,1511.77617,2,CeF3,NaF
0.379852828,1494.39291,2,CeF3,NaF
0.402263508,1476.11277,2,CeF3,NaF
0.424375065,1456.86642,2,CeF3,NaF
0.446144339,1436.58553,2,CeF3,NaF
0.467523824,1415.20549,2,CeF3,NaF
0.4884624,1392.66874,2,CeF3,NaF
0.508906605,1368.92835,2,CeF3,NaF
0.528802505,1343.95183,2,CeF3,NaF
0.548098107,1317.72437,2,CeF3,NaF
0.566746138,1290.25115,2,CeF3,NaF
0.584706893,1261.5583,2,CeF3,NaF
0.601950789,1231.69211,2,CeF3,NaF
0.61846025,1200.7166,2,CeF3,NaF
0.634230702,1168.70988,2,CeF3,NaF
0.64927061,1135.75974,2,CeF3,NaF
0.663600671,1101.95925,2,CeF3,NaF
0.677252453,1067.40283,2,CeF3,NaF
0.677672284,1066.30202,2,CeF3,NaF
0.5,1066.30202,2,CeF3,NaF
0.5,350.696308,2,CeF3,NaF
0.99999,350.696308,2,CeF3,NaF
0.99999,350.696308,3,CeF3,NaF
0.9749905,350.696308,3,CeF3,NaF
0.949991,350.696308,3,CeF3,NaF
0.9249915,350.696308,3,CeF3,NaF
0.899992,350.696308,3,CeF3,NaF
0.8749925,350.696308,3,CeF3,NaF
0.849993,350.696308,3,CeF3,NaF
0.8249935,350.696308,3,CeF3,NaF
0.799994,350.696308,3,CeF3,NaF
0.7749945,350.696308,3,CeF3,NaF
0.749995,350.696308,3,CeF3,NaF
0.7249955,350.696308,3,CeF3,NaF
0.699996,350.696308,3,CeF3,NaF
0.6749965,350.696308,3,CeF3,NaF
0.649997,350.696308,3,CeF3,NaF
0.6249975,350.696308,3,CeF3,NaF
0.599998,350.696308,3,CeF3,NaF
0.5749985,350.696308,3,CeF3,NaF
0.549999,350.696308,3,CeF3,NaF
0.5249995,350.696308,3,CeF3,NaF
0.5,350.696308,3,CeF3,NaF
0.4750005,350.696308,3,CeF3,NaF
0.450001,350.696308,3,CeF3,NaF
0.4250015,350.696308,3,CeF3,NaF
0.400002,350.696308,3,CeF3,NaF
0.3750025,350.696308,3,CeF3,NaF
0.350003,350.696308,3,CeF3,NaF
0.3250035,350.696308,3,CeF3,NaF
0.300004,350.696308,3,CeF3,NaF
0.2750045,350.696308,3,CeF3,NaF
0.250005,350.696308,3,CeF3,NaF
0.2250055,350.696308,3,CeF3,NaF
0.200006,350.696308,3,CeF3,NaF
0.1750065,350.696308,3,CeF3,NaF
0.150007,350.696308,3,CeF3,NaF
0.1250075,350.696308,3,CeF3,NaF
0.100008,350.696308,3,CeF3,NaF
0.0750085,350.696308,3,CeF3,NaF
0.050009,350.696308,3,CeF3,NaF
0.0250095,350.696308,3,CeF3,NaF
0.004735297,350.696308,3,CeF3,NaF
0.00477598,351.389373,3,CeF3,NaF
0.004816832,352.082411,3,CeF3,NaF
0.004899048,353.468404,3,CeF3,NaF
0.0050655,356.240063,3,CeF3,NaF
0.005406355,361.782064,3,CeF3,NaF
0.006118754,372.86081,3,CeF3,NaF
0.007656857,394.997667,3,CeF3,NaF
0.010837036,435.912545,3,CeF3,NaF
0.014334171,476.756947,3,CeF3,NaF
0.018032007,517.553191,3,CeF3,NaF
0.021841378,558.321486,3,CeF3,NaF
0.025698452,599.077568,3,CeF3,NaF
0.02956025,639.832432,3,CeF3,NaF
0.03339997,680.592974,3,CeF3,NaF
0.037203003,721.362881,3,CeF3,NaF
0.04096378,762.143457,3,CeF3,NaF
0.044683395,802.934311,3,CeF3,NaF
0.048367827,843.733857,3,CeF3,NaF
0.052026648,884.539678,3,CeF3,NaF
0.055672078,925.348762,3,CeF3,NaF
0.059318309,966.157651,3,CeF3,NaF
0.062981041,1006.96252,3,CeF3,NaF
0.066677144,1047.75919,3,CeF3,NaF
0.068373277,1066.30202,3,CeF3,NaF
0.093372777,1066.30202,3,CeF3,NaF
0.118372277,1066.30202,3,CeF3,NaF
0.143371777,1066.30202,3,CeF3,NaF
0.168371277,1066.30202,3,CeF3,NaF
0.193370777,1066.30202,3,CeF3,NaF
0.218370277,1066.30202,3,CeF3,NaF
0.243369777,1066.30202,3,CeF3,NaF
0.268369277,1066.30202,3,CeF3,NaF
0.293368777,1066.30202,3,CeF3,NaF
0.318368277,1066.30202,3,CeF3,NaF
0.343367777,1066.30202,3,CeF3,NaF
0.368367277,1066.30202,3,CeF3,NaF
0.393366777,1066.30202,3,CeF3,NaF
0.418366277,1066.30202,3,CeF3,NaF
0.443365777,1066.30202,3,CeF3,NaF
0.468365277,1066.30202,3,CeF3,NaF
0.493364777,1066.30202,3,CeF3,NaF
0.518364277,1066.30202,3,CeF3,NaF
0.543363777,1066.30202,3,CeF3,NaF
0.568363277,1066.30202,3,CeF3,NaF
0.593362777,1066.30202,3,CeF3,NaF
0.618362277,1066.30202,3,CeF3,NaF
0.643361777,1066.30202,3,CeF3,NaF
0.668361277,1066.30202,3,CeF3,NaF
0.677672284,1066.30202,3,CeF3,NaF
0.678535462,1065.46898,3,CeF3,NaF
0.699535139,1043.08754,3,CeF3,NaF
0.719406127,1018.05708,3,CeF3,NaF
0.732248752,999.885833,3,CeF3,NaF
0.99999,999.885833,3,CeF3,NaF
0.99999,1268.99598,4,CeF3,NaF
0.99901853,1268.6048,4,CeF3,NaF
0.974839763,1258.12193,4,CeF3,NaF
0.950915759,1246.15299,4,CeF3,NaF
0.927325129,1232.5008,4,CeF3,NaF
0.904162029,1216.98296,4,CeF3,NaF
0.881532155,1199.45344,4,CeF3,NaF
0.859544082,1179.8257,4,CeF3,NaF
0.838296417,1158.09083,4,CeF3,NaF
0.817863533,1134.32393,4,CeF3,NaF
0.798284192,1108.67537,4,CeF3,NaF
0.77955671,1081.34968,4,CeF3,NaF
0.761641555,1052.57932,4,CeF3,NaF
0.744469396,1022.60081,4,CeF3,NaF
0.732248752,999.885833,4,CeF3,NaF
0.5,999.885833,4,CeF3,NaF
0.5,350.696308,4,CeF3,NaF
0.4749905,350.696308,4,CeF3,NaF
0.449991,350.696308,4,CeF3,NaF
0.4249915,350.696308,4,CeF3,NaF
0.399992,350.696308,4,CeF3,NaF
0.3749925,350.696308,4,CeF3,NaF
0.349993,350.696308,4,CeF3,NaF
0.3249935,350.696308,4,CeF3,NaF
0.299994,350.696308,4,CeF3,NaF
0.2749945,350.696308,4,CeF3,NaF
0.249995,350.696308,4,CeF3,NaF
0.2249955,350.696308,4,CeF3,NaF
0.199996,350.696308,4,CeF3,NaF
0.1749965,350.696308,4,CeF3,NaF
0.149997,350.696308,4,CeF3,NaF
0.1249975,350.696308,4,CeF3,NaF
0.099998,350.696308,4,CeF3,NaF
0.0749985,350.696308,4,CeF3,NaF
0.049999,350.696308,4,CeF3,NaF
0.0249995,350.696308,4,CeF3,NaF
0.004735297,350.696308,4,CeF3,NaF
0.004689408,350,4,CeF3,NaF
1.00E-05,1702.99413,1,CeF3,ThF4
0.000949674,1702.4298,1,CeF3,ThF4
0.023152489,1683.47165,1,CeF3,ThF4
0.042337255,1657.02373,1,CeF3,ThF4
0.058816965,1626.00513,1,CeF3,ThF4
0.073315958,1592.40135,1,CeF3,ThF4
0.086448087,1557.30091,1,CeF3,ThF4
0.098641,1521.2898,1,CeF3,ThF4
0.110173676,1484.69133,1,CeF3,ThF4
0.121221135,1447.68757,1,CeF3,ThF4
0.131888275,1410.38124,1,CeF3,ThF4
0.139609291,1382.47796,1,CeF3,ThF4
0.5,1382.47796,1,CeF3,ThF4
0.5,1291.07723,1,CeF3,ThF4
0.4749905,1291.07723,1,CeF3,ThF4
0.449991,1291.07723,1,CeF3,ThF4
0.4249915,1291.07723,1,CeF3,ThF4
0.399992,1291.07723,1,CeF3,ThF4
0.3749925,1291.07723,1,CeF3,ThF4
0.349993,1291.07723,1,CeF3,ThF4
0.3249935,1291.07723,1,CeF3,ThF4
0.299994,1291.07723,1,CeF3,ThF4
0.2749945,1291.07723,1,CeF3,ThF4
0.249995,1291.07723,1,CeF3,ThF4
0.2249955,1291.07723,1,CeF3,ThF4
0.199996,1291.07723,1,CeF3,ThF4
0.1749965,1291.07723,1,CeF3,ThF4
0.163526247,1291.07723,1,CeF3,ThF4
0.163907548,1289.55189,1,CeF3,ThF4
0.173264314,1251.30009,1,CeF3,ThF4
0.175341655,1242.57167,1,CeF3,ThF4
0.666666667,1242.57167,1,CeF3,ThF4
0.666666667,1219.57274,1,CeF3,ThF4
0.99999,1219.57274,1,CeF3,ThF4
1.00E-05,1702.99757,2,CeF3,ThF4
0.000998845,1702.75201,2,CeF3,ThF4
0.02569359,1696.33075,2,CeF3,ThF4
0.050342592,1689.44758,2,CeF3,ThF4
0.074950623,1682.17623,2,CeF3,ThF4
0.099519788,1674.55544,2,CeF3,ThF4
0.124050416,1666.60384,2,CeF3,ThF4
0.148541452,1658.32663,2,CeF3,ThF4
0.172990603,1649.7189,2,CeF3,ThF4
0.197394349,1640.76723,2,CeF3,ThF4
0.221747864,1631.45056,2,CeF3,ThF4
0.246044856,1621.74041,2,CeF3,ThF4
0.270277347,1611.60091,2,CeF3,ThF4
0.294435381,1600.98869,2,CeF3,ThF4
0.318506669,1589.85273,2,CeF3,ThF4
0.342476173,1578.13426,2,CeF3,ThF4
0.36632565,1565.76699,2,CeF3,ThF4
0.390033171,1552.6777,2,CeF3,ThF4
0.413572693,1538.78742,2,CeF3,ThF4
0.436913759,1524.01343,2,CeF3,ThF4
0.460021461,1508.27233,2,CeF3,ThF4
0.482856862,1491.48415,2,CeF3,ThF4
0.505378056,1473.57762,2,CeF3,ThF4
0.527542052,1454.49619,2,CeF3,ThF4
0.549307566,1434.20432,2,CeF3,ThF4
0.570638622,1412.69298,2,CeF3,ThF4
0.591508589,1389.98362,2,CeF3,ThF4
0.598081332,1382.47796,2,CeF3,ThF4
0.5,1382.47796,2,CeF3,ThF4
0.5,1291.07723,2,CeF3,ThF4
0.5250095,1291.07723,2,CeF3,ThF4
0.550009,1291.07723,2,CeF3,ThF4
0.5750085,1291.07723,2,CeF3,ThF4
0.600008,1291.07723,2,CeF3,ThF4
0.6250075,1291.07723,2,CeF3,ThF4
0.650007,1291.07723,2,CeF3,ThF4
0.668675936,1291.07723,2,CeF3,ThF4
0.669431902,1289.99715,2,CeF3,ThF4
0.68815516,1262.66359,2,CeF3,ThF4
0.701499,1242.57167,2,CeF3,ThF4
0.666666667,1242.57167,2,CeF3,ThF4
0.666666667,1114.10002,2,CeF3,ThF4
0.99999,1114.10002,2,CeF3,ThF4
0.99999,1114.10002,3,CeF3,ThF4
0.9749905,1114.10002,3,CeF3,ThF4
0.949991,1114.10002,3,CeF3,ThF4
0.9249915,1114.10002,3,CeF3,ThF4
0.899992,1114.10002,3,CeF3,ThF4
0.8749925,1114.10002,3,CeF3,ThF4
0.849993,1114.10002,3,CeF3,ThF4
0.8249935,1114.10002,3,CeF3,ThF4
0.799994,1114.10002,3,CeF3,ThF4
0.7749945,1114.10002,3,CeF3,ThF4
0.749995,1114.10002,3,CeF3,ThF4
0.7249955,1114.10002,3,CeF3,ThF4
0.699996,1114.10002,3,CeF3,ThF4
0.6749965,1114.10002,3,CeF3,ThF4
0.649997,1114.10002,3,CeF3,ThF4
0.6249975,1114.10002,3,CeF3,ThF4
0.599998,1114.10002,3,CeF3,ThF4
0.5749985,1114.10002,3,CeF3,ThF4
0.549999,1114.10002,3,CeF3,ThF4
0.5249995,1114.10002,3,CeF3,ThF4
0.5,1114.10002,3,CeF3,ThF4
0.4750005,1114.10002,3,CeF3,ThF4
0.450001,1114.10002,3,CeF3,ThF4
0.4250015,1114.10002,3,CeF3,ThF4
0.400002,1114.10002,3,CeF3,ThF4
0.3750025,1114.10002,3,CeF3,ThF4
0.350003,1114.10002,3,CeF3,ThF4
0.3250035,1114.10002,3,CeF3,ThF4
0.300004,1114.10002,3,CeF3,ThF4
0.2750045,1114.10002,3,CeF3,ThF4
0.250005,1114.10002,3,CeF3,ThF4
0.2250055,1114.10002,3,CeF3,ThF4
0.200006,1114.10002,3,CeF3,ThF4
0.181206802,1114.10002,3,CeF3,ThF4
0.181128012,1115.74489,3,CeF3,ThF4
0.1791907,1156.87084,3,CeF3,ThF4
0.177312461,1198.00425,3,CeF3,ThF4
0.175490897,1239.14461,3,CeF3,ThF4
0.175341655,1242.57167,3,CeF3,ThF4
0.200341155,1242.57167,3,CeF3,ThF4
0.225340655,1242.57167,3,CeF3,ThF4
0.250340155,1242.57167,3,CeF3,ThF4
0.275339655,1242.57167,3,CeF3,ThF4
0.300339155,1242.57167,3,CeF3,ThF4
0.325338655,1242.57167,3,CeF3,ThF4
0.350338155,1242.57167,3,CeF3,ThF4
0.375337655,1242.57167,3,CeF3,ThF4
0.400337155,1242.57167,3,CeF3,ThF4
0.425336655,1242.57167,3,CeF3,ThF4
0.450336155,1242.57167,3,CeF3,ThF4
0.475335655,1242.57167,3,CeF3,ThF4
0.500335155,1242.57167,3,CeF3,ThF4
0.525334655,1242.57167,3,CeF3,ThF4
0.550334155,1242.57167,3,CeF3,ThF4
0.575333655,1242.57167,3,CeF3,ThF4
0.600333155,1242.57167,3,CeF3,ThF4
0.625332655,1242.57167,3,CeF3,ThF4
0.650332155,1242.57167,3,CeF3,ThF4
0.675331655,1242.57167,3,CeF3,ThF4
0.700331155,1242.57167,3,CeF3,ThF4
0.701499,1242.57167,3,CeF3,ThF4
0.702492319,1242.38153,3,CeF3,ThF4
0.727168944,1235.77333,3,CeF3,ThF4
0.751404689,1225.65502,3,CeF3,ThF4
0.762921183,1219.57274,3,CeF3,ThF4
0.99999,1219.57274,3,CeF3,ThF4
0.99999,1383.00745,4,CeF3,ThF4
0.999015682,1382.63605,4,CeF3,ThF4
0.974723957,1372.89008,4,CeF3,ThF4
0.950586263,1362.1526,4,CeF3,ThF4
0.926647749,1350.2629,4,CeF3,ThF4
0.902962814,1337.06276,4,CeF3,ThF4
0.879592933,1322.41332,4,CeF3,ThF4
0.856601226,1306.21638,4,CeF3,ThF4
0.834043463,1288.43562,4,CeF3,ThF4
0.811956825,1269.11152,4,CeF3,ThF4
0.790349587,1248.36422,4,CeF3,ThF4
0.769195424,1226.38243,4,CeF3,ThF4
0.762921183,1219.57274,4,CeF3,ThF4
0.666666667,1219.57274,4,CeF3,ThF4
0.666666667,1114.10002,4,CeF3,ThF4
0.641657167,1114.10002,4,CeF3,ThF4
0.616657667,1114.10002,4,CeF3,ThF4
0.591658167,1114.10002,4,CeF3,ThF4
0.566658667,1114.10002,4,CeF3,ThF4
0.541659167,1114.10002,4,CeF3,ThF4
0.516659667,1114.10002,4,CeF3,ThF4
0.491660167,1114.10002,4,CeF3,ThF4
0.466660667,1114.10002,4,CeF3,ThF4
0.441661167,1114.10002,4,CeF3,ThF4
0.416661667,1114.10002,4,CeF3,ThF4
0.391662167,1114.10002,4,CeF3,ThF4
0.366662667,1114.10002,4,CeF3,ThF4
0.341663167,1114.10002,4,CeF3,ThF4
0.316663667,1114.10002,4,CeF3,ThF4
0.291664167,1114.10002,4,CeF3,ThF4
0.266664667,1114.10002,4,CeF3,ThF4
0.241665167,1114.10002,4,CeF3,ThF4
0.216665667,1114.10002,4,CeF3,ThF4
0.191666167,1114.10002,4,CeF3,ThF4
0.181206802,1114.10002,4,CeF3,ThF4
0.181066868,1112.46625,4,CeF3,ThF4
0.177550604,1071.62632,4,CeF3,ThF4
0.173999114,1030.79469,4,CeF3,ThF4
0.170411168,989.97174,4,CeF3,ThF4
0.16678544,949.157878,4,CeF3,ThF4
0.163120496,908.353553,4,CeF3,ThF4
0.159414786,867.559254,4,CeF3,ThF4
0.155666621,826.775516,4,CeF3,ThF4
0.151874163,786.002928,4,CeF3,ThF4
0.148035403,745.242139,4,CeF3,ThF4
0.144148136,704.493868,4,CeF3,ThF4
0.140209936,663.758915,4,CeF3,ThF4
0.136218118,623.038173,4,CeF3,ThF4
0.132169703,582.332647,4,CeF3,ThF4
0.128061366,541.64347,4,CeF3,ThF4
0.123889378,500.97193,4,CeF3,ThF4
0.11964953,460.3195,4,CeF3,ThF4
0.115337044,419.687879,4,CeF3,ThF4
0.11094645,379.079038,4,CeF3,ThF4
0.107749299,350,4,CeF3,ThF4
0.139609291,1382.47796,5,CeF3,ThF4
0.139975011,1380.94227,5,CeF3,ThF4
0.149443241,1342.76521,5,CeF3,ThF4
0.159564996,1305.04743,5,CeF3,ThF4
0.163526247,1291.07723,5,CeF3,ThF4
0.188525747,1291.07723,5,CeF3,ThF4
0.213525247,1291.07723,5,CeF3,ThF4
0.238524747,1291.07723,5,CeF3,ThF4
0.263524247,1291.07723,5,CeF3,ThF4
0.288523747,1291.07723,5,CeF3,ThF4
0.313523247,1291.07723,5,CeF3,ThF4
0.338522747,1291.07723,5,CeF3,ThF4
0.363522247,1291.07723,5,CeF3,ThF4
0.388521747,1291.07723,5,CeF3,ThF4
0.413521247,1291.07723,5,CeF3,ThF4
0.438520747,1291.07723,5,CeF3,ThF4
0.463520247,1291.07723,5,CeF3,ThF4
0.488519747,1291.07723,5,CeF3,ThF4
0.513519247,1291.07723,5,CeF3,ThF4
0.538518747,1291.07723,5,CeF3,ThF4
0.563518247,1291.07723,5,CeF3,ThF4
0.588517747,1291.07723,5,CeF3,ThF4
0.613517247,1291.07723,5,CeF3,ThF4
0.638516747,1291.07723,5,CeF3,ThF4
0.663516247,1291.07723,5,CeF3,ThF4
0.668675936,1291.07723,5,CeF3,ThF4
0.667996303,1292.28757,5,CeF3,ThF4
0.650293227,1321.41316,5,CeF3,ThF4
0.631137822,1347.91895,5,CeF3,ThF4
0.610458651,1371.09865,5,CeF3,ThF4
0.598081333,1382.47796,5,CeF3,ThF4
0.139609291,1382.47796,5,CeF3,ThF4
1.00E-05,1166.9757,1,CrF2,CrF3
0.000525877,1165.73355,1,CrF2,CrF3
0.015603969,1136.81915,1,CrF2,CrF3
0.034422256,1112.9554,1,CrF2,CrF3
0.055887878,1094.37453,1,CrF2,CrF3
0.057703002,1093.08532,1,CrF2,CrF3
0.082702502,1093.08532,1,CrF2,CrF3
0.107702002,1093.08532,1,CrF2,CrF3
0.132701502,1093.08532,1,CrF2,CrF3
0.157701002,1093.08532,1,CrF2,CrF3
0.182700502,1093.08532,1,CrF2,CrF3
0.207700002,1093.08532,1,CrF2,CrF3
0.232699502,1093.08532,1,CrF2,CrF3
0.257699002,1093.08532,1,CrF2,CrF3
0.282698502,1093.08532,1,CrF2,CrF3
0.307698002,1093.08532,1,CrF2,CrF3
0.332697502,1093.08532,1,CrF2,CrF3
0.357697002,1093.08532,1,CrF2,CrF3
0.382696502,1093.08532,1,CrF2,CrF3
0.407128026,1093.08532,1,CrF2,CrF3
0.407449179,1094.45851,1,CrF2,CrF3
0.415574388,1128.74045,1,CrF2,CrF3
0.423883871,1162.9294,1,CrF2,CrF3
0.432389167,1197.01696,1,CrF2,CrF3
0.441155539,1230.96516,1,CrF2,CrF3
0.450429825,1264.62841,1,CrF2,CrF3
0.450521832,1264.94476,1,CrF2,CrF3
0.475521332,1264.94476,1,CrF2,CrF3
0.500520832,1264.94476,1,CrF2,CrF3
0.525520332,1264.94476,1,CrF2,CrF3
0.550519832,1264.94476,1,CrF2,CrF3
0.575519332,1264.94476,1,CrF2,CrF3
0.600518832,1264.94476,1,CrF2,CrF3
0.625518332,1264.94476,1,CrF2,CrF3
0.650517832,1264.94476,1,CrF2,CrF3
0.675517332,1264.94476,1,CrF2,CrF3
0.700516832,1264.94476,1,CrF2,CrF3
0.725516332,1264.94476,1,CrF2,CrF3
0.750515832,1264.94476,1,CrF2,CrF3
0.775515332,1264.94476,1,CrF2,CrF3
0.800514832,1264.94476,1,CrF2,CrF3
0.825514332,1264.94476,1,CrF2,CrF3
0.850513832,1264.94476,1,CrF2,CrF3
0.875513332,1264.94476,1,CrF2,CrF3
0.89820291,1264.94476,1,CrF2,CrF3
0.898467499,1266.34308,1,CrF2,CrF3
0.905082026,1301.30121,1,CrF2,CrF3
0.911698021,1336.25874,1,CrF2,CrF3
0.918328504,1371.21051,1,CrF2,CrF3
0.925002528,1406.14485,1,CrF2,CrF3
0.931772259,1441.04044,1,CrF2,CrF3
0.938726362,1475.85973,1,CrF2,CrF3
0.94601471,1510.53498,1,CrF2,CrF3
0.953887663,1544.94046,1,CrF2,CrF3
0.962724798,1578.85007,1,CrF2,CrF3
0.972960663,1611.92224,1,CrF2,CrF3
0.984890186,1643.77874,1,CrF2,CrF3
0.998570425,1674.11957,1,CrF2,CrF3
